projectId,status,updateTime,totalLoanNum,totalLoanAmount,totalReturnNum,totalReturnAmount,toBeReturnNum,toBeReturnNum,overdueReturnNum,overdueReturnAmount
10000010000000073,9,2015-03-18 18:06:43,10,1170001.0,10,760660.0,0,409341.0,7,262234.0
10000010000000074,10,2015-04-26 18:06:43,10,600001.0,4,63022.0,6,536979.0,2,371215.0
10000010000000075,10,2015-05-30 18:06:43,6,530001.0,1,508915.0,5,21086.0,0,363994.0
10000010000000076,10,2015-04-12 18:06:43,4,1870001.0,4,923423.0,0,946578.0,3,1014591.0
10000010000000077,10,2015-06-08 18:06:43,10,2990001.0,7,2442951.0,3,547050.0,5,2375077.0
10000010000000078,9,2015-03-31 18:06:43,10,2210001.0,7,1716274.0,3,493727.0,5,1451631.0
10000010000000079,9,2015-04-24 18:06:43,2,2480001.0,1,730633.0,1,1749368.0,0,102451.0
10000010000000080,9,2015-04-23 18:06:43,1,570001.0,1,493428.0,0,76573.0,0,369084.0
10000010000000081,9,2015-05-30 18:06:43,8,2220001.0,4,438307.0,4,1781694.0,0,1324298.0
10000010000000082,9,2015-04-05 18:06:43,4,1880001.0,1,842108.0,3,1037893.0,0,1567129.0
10000010000000083,9,2015-05-03 18:06:43,9,4120001.0,8,3590447.0,1,529554.0,1,37537.0
10000010000000084,9,2015-04-27 18:06:43,6,1920001.0,4,269057.0,2,1650944.0,3,359195.0
10000010000000085,10,2015-03-23 18:06:43,2,4290001.0,1,3359528.0,1,930473.0,0,2156923.0
10000010000000086,9,2015-05-09 18:06:43,7,1780001.0,5,111424.0,2,1668577.0,3,434376.0
10000010000000087,9,2015-04-23 18:06:43,3,530001.0,2,228198.0,1,301803.0,0,39597.0
10000010000000088,10,2015-04-12 18:06:43,8,2360001.0,5,831613.0,3,1528388.0,3,1957948.0
10000010000000089,9,2015-03-24 18:06:43,5,2280001.0,5,414842.0,0,1865159.0,1,957455.0
10000010000000090,10,2015-05-19 18:06:43,6,4880001.0,4,2607694.0,2,2272307.0,2,68456.0
10000010000000091,10,2015-04-02 18:06:44,1,900001.0,1,68200.0,0,831801.0,0,407376.0
10000010000000092,9,2015-04-16 18:06:44,10,1100001.0,9,426695.0,1,673306.0,8,121669.0
10000010000000093,9,2015-03-19 18:06:44,2,2580001.0,2,2358821.0,0,221180.0,1,2295172.0
10000010000000094,9,2015-04-05 18:06:44,5,2030001.0,2,969359.0,3,1060642.0,0,85693.0
10000010000000095,10,2015-04-15 18:06:44,2,700001.0,1,136289.0,1,563712.0,0,589618.0
10000010000000096,10,2015-05-08 18:06:44,4,3100001.0,4,630441.0,0,2469560.0,1,2697918.0
10000010000000097,10,2015-03-19 18:06:44,5,3390001.0,1,2997425.0,4,392576.0,0,347609.0
10000010000000098,9,2015-05-15 18:06:44,2,140001.0,2,20921.0,0,119080.0,0,65623.0
10000010000000099,9,2015-06-05 18:06:44,5,1990001.0,2,1114100.0,3,875901.0,0,1218904.0
10000010000000100,10,2015-05-01 18:06:44,10,3060001.0,3,1114307.0,7,1945694.0,0,1953250.0
10000010000000101,9,2015-04-04 18:06:44,1,2660001.0,1,1225555.0,0,1434446.0,0,1355086.0
10000010000000102,9,2015-03-18 18:06:44,4,2450001.0,2,1721062.0,2,728939.0,0,211064.0
10000010000000103,10,2015-05-03 18:06:44,10,2150001.0,10,1444946.0,0,705055.0,5,316882.0
10000010000000104,9,2015-05-20 18:06:44,6,390001.0,6,241523.0,0,148478.0,3,142760.0
10000010000000105,10,2015-05-28 18:06:44,5,3360001.0,2,1317785.0,3,2042216.0,1,2859943.0
10000010000000106,9,2015-03-16 18:06:44,9,1310001.0,7,637343.0,2,672658.0,4,781237.0
10000010000000107,10,2015-03-29 18:06:44,4,4070001.0,4,3073306.0,0,996695.0,0,3846058.0
10000010000000108,9,2015-03-29 18:06:44,9,1740001.0,5,152469.0,4,1587532.0,3,1466710.0
10000010000000109,9,2015-04-19 18:06:44,9,2890001.0,7,765754.0,2,2124247.0,1,1697601.0
10000010000000110,10,2015-05-30 18:06:44,1,3420001.0,1,2261887.0,0,1158114.0,0,1406246.0
10000010000000111,9,2015-06-07 18:06:44,1,2040001.0,1,923949.0,0,1116052.0,0,2005397.0
10000010000000112,10,2015-05-01 18:06:44,9,2810001.0,5,634993.0,4,2175008.0,2,810966.0
10000010000000113,10,2015-03-31 18:06:44,8,1420001.0,1,1119737.0,7,300264.0,0,788537.0
10000010000000114,10,2015-03-26 18:06:44,1,2670001.0,1,537077.0,0,2132924.0,0,2150639.0
10000010000000115,9,2015-05-01 18:06:44,6,4490001.0,5,1371741.0,1,3118260.0,3,3285285.0
10000010000000116,9,2015-06-08 18:06:44,10,2520001.0,2,454196.0,8,2065805.0,0,1711825.0
10000010000000117,9,2015-05-25 18:06:44,8,1900001.0,5,1462607.0,3,437394.0,0,514075.0
10000010000000118,9,2015-04-22 18:06:44,7,1180001.0,7,849863.0,0,330138.0,2,174437.0
10000010000000119,9,2015-04-19 18:06:44,5,4360001.0,2,3693948.0,3,666053.0,1,3595051.0
10000010000000120,10,2015-04-24 18:06:44,7,2650001.0,6,1644661.0,1,1005340.0,4,2494834.0
10000010000000121,10,2015-05-07 18:06:44,1,1160001.0,1,318351.0,0,841650.0,0,421815.0
10000010000000122,9,2015-06-07 18:06:44,10,3310001.0,2,1963486.0,8,1346515.0,1,2422133.0
10000010000000123,9,2015-03-31 18:06:44,8,2480001.0,2,1784770.0,6,695231.0,1,446312.0
10000010000000124,10,2015-03-24 18:06:44,4,1550001.0,3,977750.0,1,572251.0,1,1460566.0
10000010000000125,9,2015-04-17 18:06:44,7,350001.0,4,261079.0,3,88922.0,0,52513.0
10000010000000126,9,2015-04-03 18:06:44,7,3470001.0,3,1877819.0,4,1592182.0,1,3379010.0
10000010000000127,10,2015-05-24 18:06:44,10,980001.0,10,339569.0,0,640432.0,5,557840.0
10000010000000128,10,2015-06-09 18:06:44,6,1050001.0,4,898167.0,2,151834.0,0,854610.0
10000010000000129,10,2015-04-16 18:06:44,5,1760001.0,2,1228670.0,3,531331.0,0,975593.0
10000010000000130,10,2015-03-29 18:06:44,2,2930001.0,1,533720.0,1,2396281.0,0,2150213.0
10000010000000131,9,2015-03-13 18:06:44,4,3310001.0,2,2291381.0,2,1018620.0,1,2472011.0
10000010000000132,9,2015-05-31 18:06:44,9,4750001.0,5,4061393.0,4,688608.0,4,3803601.0
10000010000000133,9,2015-03-15 18:06:44,7,620001.0,5,395818.0,2,224183.0,2,14295.0
10000010000000134,10,2015-03-16 18:06:44,5,2700001.0,3,773970.0,2,1926031.0,2,1981454.0
10000010000000135,10,2015-03-31 18:06:44,3,4160001.0,3,1568062.0,0,2591939.0,2,2224478.0
10000010000000136,10,2015-03-21 18:06:44,9,3850001.0,6,3583963.0,3,266038.0,4,2911041.0
10000010000000137,9,2015-04-02 18:06:44,1,3870001.0,1,1697661.0,0,2172340.0,0,770595.0
10000010000000138,9,2015-05-11 18:06:44,6,4740001.0,1,623558.0,5,4116443.0,0,613932.0
10000010000000139,10,2015-03-23 18:06:44,10,3160001.0,5,665592.0,5,2494409.0,2,2973756.0
10000010000000140,9,2015-05-29 18:06:44,4,1580001.0,3,491109.0,1,1088892.0,1,321384.0
10000010000000141,10,2015-04-28 18:06:44,2,4840001.0,1,2797306.0,1,2042695.0,0,1260996.0
10000010000000142,9,2015-03-23 18:06:44,6,3460001.0,5,2403381.0,1,1056620.0,0,1259108.0
10000010000000143,10,2015-04-15 18:06:44,3,980001.0,3,489522.0,0,490479.0,1,690186.0
10000010000000144,9,2015-04-15 18:06:44,5,920001.0,3,584471.0,2,335530.0,1,510348.0
10000010000000145,9,2015-05-24 18:06:44,6,2330001.0,3,609111.0,3,1720890.0,1,131033.0
10000010000000146,9,2015-03-22 18:06:44,2,4700001.0,1,4071743.0,1,628258.0,0,4525781.0
10000010000000147,10,2015-04-19 18:06:44,1,2120001.0,1,1043393.0,0,1076608.0,0,1560263.0
10000010000000148,10,2015-05-13 18:06:44,2,4360001.0,1,4187708.0,1,172293.0,0,2301469.0
10000010000000149,9,2015-05-11 18:06:44,7,1390001.0,5,702413.0,2,687588.0,3,507121.0
10000010000000150,10,2015-05-04 18:06:44,10,1860001.0,5,419791.0,5,1440210.0,3,894049.0
10000010000000151,9,2015-06-06 18:06:44,1,4760001.0,1,724430.0,0,4035571.0,0,1379844.0
10000010000000152,9,2015-03-31 18:06:44,7,2840001.0,1,2686662.0,6,153339.0,0,1444355.0
10000010000000153,10,2015-04-11 18:06:44,8,2460001.0,7,118912.0,1,2341089.0,0,1672653.0
10000010000000154,10,2015-04-07 18:06:44,8,870001.0,5,523555.0,3,346446.0,1,175780.0
10000010000000155,10,2015-04-12 18:06:44,2,1540001.0,2,543643.0,0,996358.0,1,788089.0
10000010000000156,9,2015-04-20 18:06:44,6,2610001.0,5,1410707.0,1,1199294.0,0,2424875.0
10000010000000157,10,2015-05-19 18:06:44,9,1520001.0,8,18073.0,1,1501928.0,1,1504352.0
10000010000000158,10,2015-04-16 18:06:44,8,1420001.0,1,547491.0,7,872510.0,0,574364.0
10000010000000159,9,2015-03-19 18:06:44,1,2030001.0,1,196065.0,0,1833936.0,0,520363.0
10000010000000160,9,2015-05-02 18:06:44,8,460001.0,4,169655.0,4,290346.0,3,52093.0
10000010000000161,9,2015-05-31 18:06:44,10,4080001.0,5,1038277.0,5,3041724.0,1,414528.0
10000010000000162,10,2015-04-01 18:06:44,2,4240001.0,2,2664622.0,0,1575379.0,0,3727832.0
10000010000000163,9,2015-04-13 18:06:44,7,90001.0,3,28566.0,4,61435.0,0,683.0
10000010000000164,9,2015-04-02 18:06:44,6,2010001.0,1,179590.0,5,1830411.0,0,1436791.0
10000010000000165,10,2015-04-25 18:06:44,10,190001.0,9,44354.0,1,145647.0,1,93745.0
10000010000000166,10,2015-03-12 18:06:44,9,3760001.0,1,1393156.0,8,2366845.0,0,3387534.0
10000010000000167,9,2015-05-15 18:06:44,8,890001.0,1,359100.0,7,530901.0,0,236706.0
10000010000000168,10,2015-04-29 18:06:44,6,2610001.0,6,181657.0,0,2428344.0,3,2392028.0
10000010000000169,9,2015-04-13 18:06:44,1,2050001.0,1,664850.0,0,1385151.0,0,553922.0
10000010000000170,9,2015-03-30 18:06:44,4,3940001.0,4,249119.0,0,3690882.0,0,1285506.0
10000010000000171,9,2015-05-02 18:06:44,1,1500001.0,1,982513.0,0,517488.0,0,667875.0
10000010000000172,9,2015-04-22 18:06:44,7,630001.0,7,590233.0,0,39768.0,6,151422.0
10000010000000173,9,2015-04-03 18:06:44,10,1090001.0,2,165090.0,8,924911.0,0,693050.0
10000010000000174,9,2015-03-28 18:06:44,1,3940001.0,1,831776.0,0,3108225.0,0,446454.0
10000010000000175,9,2015-06-01 18:06:44,10,1330001.0,3,1249187.0,7,80814.0,1,785536.0
10000010000000176,10,2015-05-05 18:06:44,8,360001.0,4,280806.0,4,79195.0,2,227896.0
10000010000000177,10,2015-05-03 18:06:44,8,570001.0,8,453503.0,0,116498.0,6,30173.0
10000010000000178,9,2015-06-07 18:06:44,3,1460001.0,3,241083.0,0,1218918.0,0,1282707.0
10000010000000179,10,2015-03-15 18:06:44,7,2260001.0,4,2243965.0,3,16036.0,2,538501.0
10000010000000180,9,2015-03-29 18:06:44,7,4880001.0,7,303290.0,0,4576711.0,1,2195851.0
10000010000000181,10,2015-03-26 18:06:44,5,160001.0,1,144921.0,4,15080.0,0,39289.0
10000010000000182,10,2015-05-13 18:06:44,2,1490001.0,2,769153.0,0,720848.0,0,669385.0
10000010000000183,10,2015-03-14 18:06:44,5,1230001.0,1,1162261.0,4,67740.0,0,625676.0
10000010000000184,9,2015-03-28 18:06:44,6,3690001.0,1,2774094.0,5,915907.0,0,2285623.0
10000010000000185,10,2015-05-07 18:06:44,1,540001.0,1,55089.0,0,484912.0,0,338273.0
10000010000000186,10,2015-04-24 18:06:44,4,2530001.0,4,2400746.0,0,129255.0,0,1165657.0
10000010000000187,10,2015-04-03 18:06:44,9,360001.0,8,122651.0,1,237350.0,2,249754.0
10000010000000188,10,2015-04-17 18:06:44,3,1160001.0,1,786863.0,2,373138.0,0,595859.0
10000010000000189,9,2015-04-23 18:06:44,4,730001.0,1,136848.0,3,593153.0,0,43982.0
10000010000000190,10,2015-03-14 18:06:44,10,2960001.0,6,2438407.0,4,521594.0,1,2955862.0
10000010000000191,10,2015-03-28 18:06:44,7,4760001.0,6,3399919.0,1,1360082.0,4,4734214.0
10000010000000192,9,2015-03-31 18:06:44,9,640001.0,4,157912.0,5,482089.0,0,41007.0
10000010000000193,9,2015-05-30 18:06:44,3,4100001.0,2,123336.0,1,3976665.0,1,3123548.0
10000010000000194,10,2015-03-17 18:06:44,6,1070001.0,6,564950.0,0,505051.0,1,508398.0
10000010000000195,10,2015-04-26 18:06:44,3,450001.0,1,154498.0,2,295503.0,0,35449.0
10000010000000196,10,2015-04-09 18:06:44,1,70001.0,1,14817.0,0,55184.0,0,14363.0
10000010000000197,9,2015-05-05 18:06:44,7,1480001.0,5,1016281.0,2,463720.0,2,127178.0
10000010000000198,9,2015-03-14 18:06:44,4,3590001.0,3,1046114.0,1,2543887.0,1,274242.0
10000010000000199,9,2015-03-28 18:06:44,6,2260001.0,1,1811194.0,5,448807.0,0,898097.0
10000010000000200,9,2015-04-27 18:06:44,1,3550001.0,1,931235.0,0,2618766.0,0,704599.0
10000010000000201,9,2015-05-26 18:06:44,6,3660001.0,4,2079661.0,2,1580340.0,3,1106382.0
10000010000000202,9,2015-03-26 18:06:44,9,3630001.0,9,3563969.0,0,66032.0,3,1016593.0
10000010000000203,9,2015-05-18 18:06:44,9,3860001.0,2,2542644.0,7,1317357.0,0,1563331.0
10000010000000204,10,2015-05-26 18:06:44,3,2720001.0,1,2525251.0,2,194750.0,0,1432696.0
10000010000000205,10,2015-05-03 18:06:44,2,1990001.0,2,1085892.0,0,904109.0,0,1820673.0
10000010000000206,9,2015-06-02 18:06:44,7,4410001.0,7,2907798.0,0,1502203.0,4,2122611.0
10000010000000207,9,2015-04-22 18:06:44,5,2380001.0,1,375055.0,4,2004946.0,0,621703.0
10000010000000208,10,2015-04-24 18:06:44,3,580001.0,2,470732.0,1,109269.0,0,478579.0
10000010000000209,9,2015-03-15 18:06:44,10,4940001.0,2,2288020.0,8,2651981.0,1,4938544.0
10000010000000210,10,2015-05-31 18:06:44,7,3430001.0,2,1149884.0,5,2280117.0,0,1527534.0
10000010000000211,10,2015-04-05 18:06:44,1,4420001.0,1,2507031.0,0,1912970.0,0,1732150.0
10000010000000212,10,2015-05-25 18:06:44,1,3370001.0,1,2140819.0,0,1229182.0,0,1559991.0
10000010000000213,9,2015-04-23 18:06:44,4,1000001.0,4,631350.0,0,368651.0,2,548183.0
10000010000000214,10,2015-05-31 18:06:44,10,1740001.0,4,1490574.0,6,249427.0,0,55640.0
10000010000000215,9,2015-04-28 18:06:44,6,2040001.0,4,1537299.0,2,502702.0,0,1498412.0
10000010000000216,9,2015-04-17 18:06:44,5,4260001.0,2,2442723.0,3,1817278.0,1,465808.0
10000010000000217,9,2015-04-26 18:06:44,4,1950001.0,1,321467.0,3,1628534.0,0,459559.0
10000010000000218,10,2015-04-10 18:06:44,7,2770001.0,3,1897981.0,4,872020.0,1,2320638.0
10000010000000219,9,2015-04-27 18:06:44,2,2480001.0,1,1021122.0,1,1458879.0,0,1055417.0
10000010000000220,9,2015-04-20 18:06:44,10,4080001.0,2,1585677.0,8,2494324.0,1,599778.0
10000010000000221,10,2015-04-23 18:06:44,2,1400001.0,2,1383719.0,0,16282.0,1,1196888.0
10000010000000222,9,2015-05-19 18:06:44,10,80001.0,2,68027.0,8,11974.0,0,49091.0
10000010000000223,9,2015-05-29 18:06:44,3,1900001.0,3,1114795.0,0,785206.0,0,1494726.0
10000010000000224,10,2015-03-31 18:06:44,9,2570001.0,7,79005.0,2,2490996.0,6,2210807.0
10000010000000225,9,2015-04-25 18:06:44,4,4300001.0,1,630638.0,3,3669363.0,0,3856096.0
10000010000000226,10,2015-05-19 18:06:44,5,1630001.0,4,1334468.0,1,295533.0,2,16072.0
10000010000000227,9,2015-06-07 18:06:44,7,3950001.0,7,305351.0,0,3644650.0,0,1806106.0
10000010000000228,10,2015-03-22 18:06:44,3,3510001.0,3,3109554.0,0,400447.0,2,1333091.0
10000010000000229,10,2015-04-06 18:06:44,10,2930001.0,1,2818930.0,9,111071.0,0,994046.0
10000010000000230,10,2015-04-22 18:06:44,4,4820001.0,2,2960911.0,2,1859090.0,1,265826.0
10000010000000231,10,2015-06-08 18:06:44,4,1480001.0,2,576515.0,2,903486.0,0,227993.0
10000010000000232,9,2015-04-16 18:06:44,7,1450001.0,4,1312340.0,3,137661.0,3,1179969.0
10000010000000233,9,2015-05-20 18:06:44,10,230001.0,8,29391.0,2,200610.0,6,123816.0
10000010000000234,10,2015-05-04 18:06:44,4,700001.0,4,497622.0,0,202379.0,2,84060.0
10000010000000235,10,2015-03-24 18:06:44,7,600001.0,1,121736.0,6,478265.0,0,523791.0
10000010000000236,10,2015-06-05 18:06:44,7,4280001.0,5,2249651.0,2,2030350.0,3,2087836.0
10000010000000237,9,2015-05-24 18:06:44,4,4050001.0,4,959459.0,0,3090542.0,3,234244.0
10000010000000238,9,2015-05-14 18:06:44,4,3320001.0,3,130618.0,1,3189383.0,0,640213.0
10000010000000239,9,2015-04-12 18:06:44,8,1750001.0,8,1148727.0,0,601274.0,0,534807.0
10000010000000240,10,2015-03-17 18:06:44,9,2270001.0,3,2100676.0,6,169325.0,1,826178.0
10000010000000241,9,2015-04-13 18:06:44,4,4680001.0,2,734509.0,2,3945492.0,0,592196.0
10000010000000242,10,2015-03-15 18:06:44,6,2760001.0,2,430137.0,4,2329864.0,0,2203784.0
10000010000000243,10,2015-03-31 18:06:44,3,1720001.0,1,1428967.0,2,291034.0,0,1529806.0
10000010000000244,10,2015-04-07 18:06:44,7,980001.0,3,966356.0,4,13645.0,2,946610.0
10000010000000245,9,2015-04-11 18:06:44,8,1350001.0,6,657540.0,2,692461.0,2,414446.0
10000010000000246,9,2015-05-20 18:06:44,2,10001.0,2,7375.0,0,2626.0,0,5535.0
10000010000000247,10,2015-04-06 18:06:44,6,30001.0,1,22705.0,5,7296.0,0,11879.0
10000010000000248,9,2015-04-27 18:06:44,6,1570001.0,4,1125289.0,2,444712.0,3,60377.0
10000010000000249,10,2015-05-02 18:06:44,5,2750001.0,4,261536.0,1,2488465.0,2,1717843.0
10000010000000250,10,2015-03-27 18:06:44,5,3260001.0,5,384456.0,0,2875545.0,0,628716.0
10000010000000251,10,2015-04-05 18:06:44,10,1630001.0,1,552855.0,9,1077146.0,0,1208943.0
10000010000000252,10,2015-05-24 18:06:44,1,1090001.0,1,18053.0,0,1071948.0,0,696176.0
10000010000000253,9,2015-05-01 18:06:44,8,1490001.0,4,229880.0,4,1260121.0,0,503699.0
10000010000000254,10,2015-04-28 18:06:44,1,3320001.0,1,2326360.0,0,993641.0,0,441845.0
10000010000000255,9,2015-03-19 18:06:44,5,3080001.0,5,2341591.0,0,738410.0,4,1297842.0
10000010000000256,10,2015-06-03 18:06:44,9,220001.0,2,69120.0,7,150881.0,1,4269.0
10000010000000257,9,2015-03-21 18:06:44,1,3660001.0,1,2431413.0,0,1228588.0,0,2030127.0
10000010000000258,10,2015-04-18 18:06:44,6,190001.0,1,170033.0,5,19968.0,0,143402.0
10000010000000259,10,2015-04-09 18:06:44,4,3450001.0,1,2858868.0,3,591133.0,0,2099277.0
10000010000000260,10,2015-05-27 18:06:44,2,1050001.0,2,914199.0,0,135802.0,1,372331.0
10000010000000261,10,2015-04-10 18:06:44,1,4710001.0,1,4286477.0,0,423524.0,0,870734.0
10000010000000262,10,2015-05-02 18:06:44,2,1630001.0,1,716536.0,1,913465.0,0,553608.0
10000010000000263,9,2015-05-19 18:06:44,2,1610001.0,1,1504499.0,1,105502.0,0,699314.0
10000010000000264,9,2015-03-22 18:06:44,10,3060001.0,3,1203147.0,7,1856854.0,2,2926612.0
10000010000000265,9,2015-05-20 18:06:44,8,2030001.0,2,790982.0,6,1239019.0,1,681485.0
