projectId,status,updateTime,epCompanyName,epcompanyAddress,registerAssets,employessNum,epIndustry,epManageYears,loadCardStatus,oweTaxAmount,normalDebtBalance,attentionDebtBalance,badDebtBanlance,epForceExecNum,epForceExecAmount,epAdminPunishNum,epAdminPunishAmount,patentNum,rewaredNum,socialInsurePayStatus,socialInsureOweAmount,houseFundPayStatus,houseFundOweAmount,epCourtExecNum,epDiscreditCourtExecNum,isThreeMonthsBankRecord,epThreeMonthsWaterFeeAmount,epThreeMonthsElecFeeAmount,epThreeMonthsGasFeeAmount,threeMonthsProcureAmount,threeMonthsSaleAmount,threeMonthsPreSaleAmount,isThreeMonthsBillSum,isThreeMonthsAvtTab,epIsBizPlaceHouseCert,epIsBizPlaceLeaseContract,jobTypeNum,listedAddress,listedPlate,mainIncome1,grossProfit1,netProfit1,totalAssets1,netAssets1,mainIncome2,grossProfit2,netProfit2,totalAssets2,netAssets2,mainIncome3,grossProfit3,netProfit3,totalAssets3,netAssets3
10000010000000011,9,2015-04-18 18:06:43,null,null,1720000.0,36,null,0,0,170000.0,980000.0,460000.0,190000.0,3,1300000.0,0,null,5,7,0,360000.0,2,390000.0,5,1,1,5000.0,40000.0,75000.0,50000.0,770000.0,560000.0,0,1,0,1,19,null,null,420000,330000,270000,2490000,2030000,1780000,1610000,620000,3600000,2010000,4220000,1640000,990000,5650000,1090000
10000010000000012,10,2015-05-22 18:06:43,null,null,990000.0,48,null,7,2,370000.0,280000.0,240000.0,230000.0,4,3090000.0,7,null,9,3,0,420000.0,1,340000.0,8,1,0,39000.0,91000.0,91000.0,840000.0,790000.0,810000.0,0,1,0,1,5,null,null,4500000,3610000,460000,5780000,5530000,60000,40000,30000,5110000,1710000,4180000,4030000,3030000,6300000,1660000
10000010000000013,9,2015-03-22 18:06:43,null,null,1090000.0,44,null,2,2,990000.0,1080000.0,810000.0,220000.0,4,870000.0,9,null,14,7,2,0.0,2,640000.0,7,3,1,7000.0,41000.0,25000.0,210000.0,500000.0,900000.0,0,0,1,0,6,null,null,1940000,760000,90000,3940000,910000,1120000,780000,710000,3170000,2750000,1970000,1780000,390000,9140000,3950000
10000010000000014,10,2015-06-09 18:06:43,null,null,3770000.0,26,null,10,1,460000.0,1400000.0,870000.0,380000.0,0,2390000.0,5,null,20,10,1,730000.0,0,460000.0,4,1,0,59000.0,67000.0,75000.0,880000.0,570000.0,290000.0,1,1,0,1,13,null,null,140000,130000,60000,9710000,7700000,3600000,310000,10000,1380000,780000,1410000,1140000,830000,8740000,7000000
10000010000000015,9,2015-06-02 18:06:43,null,null,3470000.0,18,null,0,2,120000.0,1760000.0,540000.0,300000.0,3,3370000.0,6,null,6,9,2,490000.0,1,850000.0,1,0,1,9000.0,92000.0,66000.0,890000.0,890000.0,840000.0,1,0,1,0,16,null,null,4580000,3570000,2010000,5630000,1790000,3750000,3400000,2100000,7930000,6500000,3610000,40000,30000,9330000,6610000
10000010000000016,9,2015-05-31 18:06:43,null,null,2910000.0,42,null,2,0,10000.0,70000.0,860000.0,50000.0,5,1320000.0,3,null,13,2,1,340000.0,2,760000.0,9,3,1,37000.0,82000.0,26000.0,270000.0,790000.0,540000.0,0,1,1,1,14,null,null,650000,460000,150000,7460000,6410000,900000,490000,470000,7410000,6710000,880000,260000,130000,3410000,1980000
10000010000000017,10,2015-05-30 18:06:43,null,null,200000.0,0,null,10,1,750000.0,560000.0,980000.0,400000.0,5,300000.0,10,null,19,7,2,360000.0,2,320000.0,10,9,0,52000.0,34000.0,19000.0,820000.0,160000.0,390000.0,0,1,1,1,15,null,null,4850000,1280000,620000,7090000,4430000,2250000,40000,0,5100000,2820000,3300000,1240000,840000,4100000,2530000
10000010000000018,9,2015-03-30 18:06:43,null,null,3400000.0,2,null,0,0,630000.0,1770000.0,910000.0,390000.0,2,2270000.0,9,null,13,6,1,430000.0,0,240000.0,1,0,0,3000.0,25000.0,39000.0,960000.0,760000.0,750000.0,0,1,1,0,15,null,null,490000,490000,10000,5990000,1650000,1310000,440000,150000,8530000,5120000,4310000,2270000,940000,4590000,4560000
10000010000000019,10,2015-06-09 18:06:43,null,null,4610000.0,42,null,5,1,970000.0,1650000.0,90000.0,310000.0,4,4540000.0,10,null,20,7,2,620000.0,1,410000.0,6,2,1,60000.0,9000.0,72000.0,350000.0,170000.0,490000.0,0,0,1,0,14,null,null,3600000,890000,680000,9880000,6020000,2650000,1620000,950000,2430000,1790000,4920000,1510000,1140000,2680000,10000
10000010000000020,10,2015-06-07 18:06:43,null,null,1820000.0,6,null,4,1,640000.0,1200000.0,660000.0,260000.0,3,4370000.0,0,null,13,10,2,160000.0,2,900000.0,10,1,0,34000.0,26000.0,31000.0,480000.0,380000.0,580000.0,0,1,0,0,6,null,null,970000,730000,260000,5260000,1370000,3610000,1530000,150000,2960000,2190000,2350000,870000,180000,2930000,2780000
10000010000000021,9,2015-05-23 18:06:43,null,null,2310000.0,30,null,7,0,890000.0,1190000.0,400000.0,400000.0,1,2640000.0,8,null,13,9,0,490000.0,2,80000.0,1,0,1,44000.0,36000.0,1000.0,740000.0,270000.0,260000.0,0,0,0,0,7,null,null,340000,110000,70000,2200000,1010000,4040000,1360000,240000,6690000,3020000,260000,160000,40000,2110000,1790000
10000010000000022,9,2015-05-03 18:06:43,null,null,1590000.0,26,null,4,0,820000.0,1300000.0,210000.0,230000.0,4,820000.0,3,null,20,0,1,290000.0,1,190000.0,8,4,1,7000.0,45000.0,80000.0,280000.0,490000.0,800000.0,0,1,0,1,15,null,null,230000,50000,10000,4210000,3330000,3740000,3270000,140000,3420000,3150000,1910000,1080000,270000,8470000,1310000
10000010000000023,10,2015-04-11 18:06:43,null,null,300000.0,48,null,5,0,850000.0,1720000.0,810000.0,0.0,6,1780000.0,0,null,18,2,0,950000.0,0,460000.0,7,3,1,36000.0,42000.0,59000.0,450000.0,560000.0,990000.0,1,0,0,0,5,null,null,3710000,2510000,2480000,8560000,4170000,930000,680000,420000,9310000,8390000,170000,130000,10000,5070000,4490000
10000010000000024,10,2015-04-18 18:06:43,null,null,4120000.0,39,null,1,2,980000.0,150000.0,190000.0,290000.0,5,2140000.0,2,null,15,5,0,670000.0,0,0.0,9,7,1,77000.0,9000.0,29000.0,530000.0,890000.0,310000.0,1,1,0,0,7,null,null,870000,520000,290000,4730000,3860000,2280000,150000,0,7250000,4800000,850000,340000,170000,6490000,5790000
10000010000000025,10,2015-06-04 18:06:43,null,null,30000.0,11,null,2,2,950000.0,1220000.0,840000.0,360000.0,5,1350000.0,0,null,4,4,2,700000.0,2,990000.0,2,0,0,21000.0,24000.0,64000.0,580000.0,140000.0,940000.0,1,1,1,0,9,null,null,4690000,3840000,1000000,5910000,3790000,2300000,1910000,1300000,3210000,1440000,1980000,510000,400000,8980000,620000
10000010000000026,10,2015-04-18 18:06:43,null,null,90000.0,19,null,4,1,790000.0,1500000.0,200000.0,160000.0,0,4660000.0,4,null,10,8,2,250000.0,2,640000.0,10,8,1,15000.0,76000.0,23000.0,930000.0,200000.0,450000.0,1,1,1,1,7,null,null,2960000,2950000,1490000,2050000,1880000,490000,210000,110000,5040000,3190000,970000,340000,290000,7820000,1300000
10000010000000027,9,2015-03-16 18:06:43,null,null,2430000.0,9,null,1,2,820000.0,1650000.0,80000.0,20000.0,3,730000.0,3,null,2,2,2,980000.0,0,590000.0,7,0,0,12000.0,96000.0,31000.0,80000.0,850000.0,840000.0,0,0,1,0,11,null,null,660000,360000,340000,9020000,1200000,4620000,620000,340000,1330000,1280000,3140000,1150000,270000,2990000,1910000
10000010000000028,10,2015-04-07 18:06:43,null,null,2800000.0,12,null,1,0,520000.0,1640000.0,300000.0,290000.0,2,40000.0,6,null,20,3,2,160000.0,2,520000.0,1,0,1,32000.0,47000.0,39000.0,760000.0,640000.0,420000.0,1,1,0,1,12,null,null,1030000,800000,750000,7440000,7320000,2300000,440000,370000,8780000,560000,2310000,190000,0,8210000,2540000
10000010000000029,9,2015-03-22 18:06:43,null,null,1620000.0,47,null,6,0,770000.0,310000.0,290000.0,120000.0,4,190000.0,1,null,8,5,2,200000.0,0,460000.0,9,8,1,15000.0,66000.0,47000.0,100000.0,650000.0,20000.0,1,1,0,0,10,null,null,280000,190000,100000,9470000,1530000,1880000,20000,0,6140000,1710000,2140000,1240000,670000,5260000,5140000
10000010000000030,10,2015-04-04 18:06:43,null,null,580000.0,31,null,8,1,830000.0,1230000.0,920000.0,450000.0,3,2730000.0,2,null,5,1,1,920000.0,1,210000.0,1,0,0,65000.0,96000.0,54000.0,990000.0,880000.0,570000.0,1,1,0,1,9,null,null,1800000,610000,90000,4590000,1900000,3230000,420000,310000,1580000,190000,4440000,1780000,960000,3560000,2060000
10000010000000031,9,2015-04-22 18:06:43,null,null,240000.0,7,null,1,0,960000.0,1410000.0,660000.0,280000.0,1,2440000.0,3,null,10,7,2,750000.0,2,170000.0,2,0,1,29000.0,67000.0,38000.0,650000.0,190000.0,340000.0,1,0,0,1,13,null,null,2050000,1840000,340000,6020000,1700000,1940000,1380000,130000,2700000,1300000,2480000,90000,20000,8370000,1490000
10000010000000032,10,2015-05-17 18:06:43,null,null,620000.0,47,null,4,0,860000.0,1140000.0,300000.0,170000.0,0,2960000.0,9,null,0,9,1,670000.0,2,220000.0,5,2,0,39000.0,81000.0,46000.0,240000.0,30000.0,300000.0,0,0,1,0,2,null,null,3790000,2620000,1990000,3790000,1980000,1020000,20000,10000,3990000,750000,3320000,1100000,70000,9490000,250000
10000010000000033,9,2015-04-09 18:06:43,null,null,510000.0,36,null,5,1,620000.0,1430000.0,220000.0,480000.0,0,2010000.0,0,null,12,0,2,880000.0,1,70000.0,6,1,1,75000.0,45000.0,10000.0,680000.0,560000.0,130000.0,1,0,0,1,9,null,null,2460000,980000,800000,4290000,1900000,1650000,100000,10000,5570000,3260000,2210000,1320000,20000,2410000,2310000
10000010000000034,9,2015-04-06 18:06:43,null,null,70000.0,38,null,6,0,660000.0,400000.0,850000.0,180000.0,0,4910000.0,6,null,15,8,2,590000.0,2,590000.0,4,3,1,26000.0,85000.0,60000.0,470000.0,120000.0,250000.0,0,1,0,0,16,null,null,670000,600000,490000,4970000,3440000,1700000,1660000,710000,5270000,500000,3450000,150000,100000,8730000,8220000
10000010000000035,10,2015-05-01 18:06:43,null,null,2410000.0,41,null,10,0,520000.0,230000.0,220000.0,490000.0,6,1030000.0,1,null,2,6,1,520000.0,2,960000.0,7,2,1,93000.0,9000.0,97000.0,620000.0,710000.0,1000000.0,1,1,1,1,13,null,null,4860000,3050000,1870000,2740000,360000,1870000,700000,550000,2560000,1020000,60000,40000,10000,6010000,2170000
10000010000000036,10,2015-05-07 18:06:43,null,null,4760000.0,34,null,3,0,900000.0,880000.0,50000.0,330000.0,5,1000000.0,7,null,3,1,2,430000.0,0,120000.0,1,0,0,42000.0,43000.0,51000.0,760000.0,430000.0,570000.0,0,1,1,1,16,null,null,4640000,1200000,1060000,9960000,5770000,510000,220000,80000,1920000,1370000,2400000,1040000,820000,2840000,1250000
10000010000000037,10,2015-05-29 18:06:43,null,null,2600000.0,42,null,9,2,890000.0,1770000.0,140000.0,20000.0,6,3760000.0,8,null,4,4,0,590000.0,0,950000.0,1,0,1,9000.0,13000.0,13000.0,860000.0,220000.0,510000.0,1,1,1,0,18,null,null,30000,10000,0,9640000,8310000,2590000,1750000,110000,5480000,2520000,3610000,260000,240000,1130000,260000
10000010000000038,10,2015-05-26 18:06:43,null,null,40000.0,48,null,6,1,930000.0,590000.0,910000.0,70000.0,2,2680000.0,7,null,12,6,1,520000.0,1,180000.0,6,2,0,1000.0,39000.0,42000.0,110000.0,490000.0,930000.0,0,0,0,0,4,null,null,2170000,150000,140000,6080000,5400000,1660000,1240000,380000,6550000,1680000,2410000,1910000,1160000,6300000,5190000
10000010000000039,9,2015-04-03 18:06:43,null,null,1090000.0,11,null,4,1,670000.0,160000.0,480000.0,460000.0,3,3590000.0,4,null,14,7,0,100000.0,1,250000.0,4,2,1,53000.0,88000.0,43000.0,800000.0,970000.0,680000.0,1,1,0,1,2,null,null,1550000,1360000,350000,8230000,1110000,4980000,800000,0,4100000,3790000,1500000,1460000,1290000,1680000,940000
10000010000000040,9,2015-03-18 18:06:43,null,null,60000.0,31,null,0,1,790000.0,1680000.0,240000.0,380000.0,1,820000.0,6,null,10,10,0,830000.0,0,910000.0,7,1,0,41000.0,51000.0,41000.0,760000.0,180000.0,650000.0,0,1,1,0,10,null,null,4970000,2650000,250000,3010000,80000,2320000,1300000,170000,5830000,720000,980000,870000,830000,3770000,730000
10000010000000041,10,2015-03-18 18:06:43,null,null,1890000.0,7,null,3,0,30000.0,50000.0,70000.0,10000.0,0,50000.0,3,null,0,1,0,830000.0,1,200000.0,7,5,0,99000.0,12000.0,47000.0,730000.0,700000.0,910000.0,1,1,0,0,10,null,null,4650000,3040000,2780000,4290000,1960000,1190000,1140000,760000,9350000,6570000,470000,310000,280000,3600000,2350000
10000010000000042,10,2015-05-28 18:06:43,null,null,1530000.0,28,null,1,1,870000.0,890000.0,810000.0,380000.0,5,100000.0,8,null,8,6,2,940000.0,2,100000.0,2,1,0,3000.0,17000.0,35000.0,410000.0,530000.0,330000.0,0,0,0,1,3,null,null,4190000,3430000,1600000,1870000,350000,4070000,120000,110000,6550000,4200000,320000,20000,0,3050000,80000
10000010000000043,10,2015-03-16 18:06:43,null,null,940000.0,36,null,7,2,50000.0,1000000.0,110000.0,220000.0,4,710000.0,3,null,20,2,1,660000.0,1,870000.0,1,0,0,71000.0,68000.0,27000.0,680000.0,870000.0,700000.0,1,1,1,1,6,null,null,4630000,220000,210000,9060000,3020000,1990000,1570000,170000,1770000,390000,1130000,290000,110000,1530000,1290000
10000010000000044,10,2015-06-08 18:06:43,null,null,700000.0,37,null,3,0,270000.0,750000.0,670000.0,160000.0,0,280000.0,6,null,4,0,0,790000.0,1,150000.0,2,0,0,3000.0,60000.0,54000.0,500000.0,180000.0,690000.0,1,1,1,1,11,null,null,3780000,3320000,790000,4880000,90000,3220000,1340000,550000,7480000,3170000,1090000,940000,560000,2890000,1890000
10000010000000045,9,2015-05-08 18:06:43,null,null,3440000.0,27,null,2,0,300000.0,760000.0,480000.0,310000.0,6,4370000.0,10,null,13,6,2,770000.0,0,850000.0,2,1,0,29000.0,21000.0,68000.0,750000.0,0.0,360000.0,1,1,0,1,12,null,null,1870000,730000,330000,2730000,1080000,3230000,1270000,1240000,2800000,1720000,4190000,1700000,410000,4000000,3230000
10000010000000046,9,2015-03-19 18:06:43,null,null,1310000.0,32,null,8,2,420000.0,1420000.0,590000.0,390000.0,6,4140000.0,2,null,0,9,1,580000.0,2,440000.0,2,0,0,34000.0,31000.0,26000.0,180000.0,610000.0,780000.0,1,1,1,1,11,null,null,360000,160000,130000,6500000,2810000,3820000,2580000,2190000,7110000,3770000,3390000,570000,110000,1550000,910000
10000010000000047,10,2015-03-25 18:06:43,null,null,240000.0,14,null,3,1,520000.0,990000.0,240000.0,350000.0,0,660000.0,3,null,18,8,0,290000.0,1,770000.0,7,0,0,6000.0,78000.0,80000.0,250000.0,580000.0,240000.0,0,0,0,1,1,null,null,240000,220000,150000,2420000,2350000,3000000,1160000,610000,4790000,2340000,2890000,2130000,640000,2760000,2380000
10000010000000048,10,2015-05-31 18:06:43,null,null,600000.0,41,null,8,2,120000.0,790000.0,520000.0,410000.0,6,3610000.0,2,null,15,8,1,20000.0,1,590000.0,1,0,0,55000.0,67000.0,7000.0,790000.0,330000.0,370000.0,0,0,0,0,12,null,null,1180000,840000,590000,8080000,0,3720000,2100000,490000,8690000,2940000,2230000,1800000,710000,3860000,3090000
10000010000000049,10,2015-03-13 18:06:43,null,null,1150000.0,47,null,4,0,710000.0,970000.0,730000.0,180000.0,0,870000.0,10,null,10,6,1,280000.0,0,800000.0,5,4,1,36000.0,85000.0,8000.0,590000.0,450000.0,910000.0,1,1,0,0,6,null,null,3440000,440000,270000,5710000,4720000,1590000,1440000,610000,9960000,3530000,3520000,950000,220000,3900000,980000
10000010000000050,9,2015-03-15 18:06:43,null,null,1930000.0,45,null,10,0,790000.0,1880000.0,290000.0,320000.0,5,1130000.0,6,null,7,3,1,880000.0,0,690000.0,1,0,1,32000.0,45000.0,85000.0,670000.0,480000.0,30000.0,0,1,0,1,2,null,null,3320000,570000,210000,6970000,3180000,4720000,3940000,150000,9640000,4430000,4780000,20000,10000,4340000,3430000
10000010000000051,9,2015-05-24 18:06:43,null,null,3290000.0,50,null,6,1,650000.0,490000.0,230000.0,10000.0,0,3350000.0,10,null,15,1,1,900000.0,1,420000.0,3,1,1,80000.0,27000.0,25000.0,710000.0,580000.0,730000.0,1,1,1,0,3,null,null,3320000,800000,740000,1760000,1620000,3200000,1910000,1740000,4200000,2140000,4970000,400000,40000,2010000,1320000
10000010000000052,10,2015-04-16 18:06:43,null,null,2930000.0,13,null,6,1,780000.0,750000.0,370000.0,160000.0,5,4190000.0,4,null,20,9,0,220000.0,0,90000.0,6,3,0,60000.0,35000.0,37000.0,470000.0,990000.0,80000.0,0,1,0,1,9,null,null,4500000,1210000,1010000,9430000,3870000,1390000,410000,110000,6170000,4340000,2160000,310000,300000,1680000,300000
10000010000000053,10,2015-06-06 18:06:43,null,null,4770000.0,33,null,9,2,260000.0,1770000.0,320000.0,180000.0,3,2810000.0,10,null,3,0,1,380000.0,2,770000.0,2,1,0,17000.0,97000.0,90000.0,700000.0,170000.0,900000.0,1,0,0,0,9,null,null,10000,10000,0,8450000,7970000,850000,390000,190000,2980000,2650000,4800000,970000,400000,6210000,1060000
10000010000000054,10,2015-03-23 18:06:43,null,null,2680000.0,42,null,3,2,830000.0,530000.0,290000.0,300000.0,1,3230000.0,10,null,11,6,2,820000.0,1,250000.0,10,0,1,84000.0,67000.0,36000.0,170000.0,960000.0,650000.0,0,1,1,0,6,null,null,3550000,440000,320000,2470000,1680000,4740000,990000,470000,8600000,1120000,750000,160000,50000,8470000,7420000
10000010000000055,10,2015-03-24 18:06:43,null,null,3960000.0,27,null,10,2,350000.0,1130000.0,390000.0,40000.0,0,1710000.0,2,null,8,1,1,90000.0,2,160000.0,7,6,0,20000.0,90000.0,41000.0,90000.0,240000.0,260000.0,0,0,0,1,5,null,null,40000,20000,0,8460000,2310000,2720000,2610000,2090000,8430000,7060000,3210000,880000,540000,2890000,1420000
10000010000000056,9,2015-04-05 18:06:43,null,null,2160000.0,50,null,9,2,300000.0,460000.0,740000.0,350000.0,3,2950000.0,2,null,2,5,0,910000.0,2,160000.0,10,5,1,8000.0,80000.0,76000.0,640000.0,920000.0,990000.0,0,1,0,1,3,null,null,1610000,350000,300000,5340000,1840000,4790000,740000,300000,2750000,2640000,3510000,220000,140000,7730000,6750000
10000010000000057,9,2015-04-13 18:06:43,null,null,2560000.0,37,null,2,1,100000.0,390000.0,520000.0,440000.0,1,1310000.0,1,null,12,2,1,930000.0,1,910000.0,2,0,0,41000.0,97000.0,10000.0,440000.0,50000.0,30000.0,0,0,0,0,10,null,null,1960000,1520000,390000,9450000,1970000,4180000,3320000,920000,3680000,2840000,4550000,3210000,1550000,2340000,1810000
10000010000000058,9,2015-04-07 18:06:43,null,null,2610000.0,31,null,9,1,910000.0,690000.0,650000.0,170000.0,5,200000.0,5,null,5,6,1,760000.0,2,240000.0,1,0,1,68000.0,11000.0,32000.0,480000.0,390000.0,1000000.0,1,0,1,0,4,null,null,2950000,1220000,1130000,5140000,2520000,1600000,1530000,240000,1220000,850000,4780000,2220000,110000,7930000,7840000
10000010000000059,9,2015-05-26 18:06:43,null,null,2150000.0,30,null,6,0,280000.0,1110000.0,870000.0,430000.0,5,3290000.0,8,null,1,9,0,70000.0,2,760000.0,10,5,1,83000.0,61000.0,6000.0,260000.0,260000.0,350000.0,1,1,0,1,15,null,null,4530000,2880000,2180000,7570000,3760000,2600000,2200000,840000,4150000,2010000,440000,330000,310000,4140000,420000
10000010000000060,9,2015-03-28 18:06:43,null,null,4560000.0,24,null,4,0,390000.0,1730000.0,580000.0,390000.0,1,3960000.0,4,null,19,5,0,730000.0,2,690000.0,8,1,1,100000.0,53000.0,60000.0,210000.0,200000.0,40000.0,0,0,0,0,4,null,null,2400000,1510000,1190000,3920000,3060000,260000,160000,30000,6130000,1370000,4400000,1380000,560000,4900000,3470000
10000010000000061,9,2015-05-01 18:06:43,null,null,3050000.0,20,null,1,2,160000.0,880000.0,790000.0,280000.0,4,390000.0,4,null,15,6,2,730000.0,0,620000.0,9,2,1,38000.0,23000.0,91000.0,730000.0,800000.0,240000.0,0,0,0,1,0,null,null,770000,720000,350000,7510000,2060000,1650000,300000,90000,5680000,5330000,690000,390000,220000,8180000,3450000
10000010000000062,10,2015-05-14 18:06:43,null,null,4610000.0,41,null,5,0,690000.0,530000.0,760000.0,270000.0,2,780000.0,1,null,5,7,0,880000.0,0,380000.0,6,3,1,71000.0,87000.0,30000.0,270000.0,420000.0,520000.0,1,1,1,1,4,null,null,4620000,4210000,640000,5280000,1940000,4280000,1350000,1330000,3830000,3550000,2850000,290000,120000,3740000,180000
10000010000000063,10,2015-05-11 18:06:43,null,null,1120000.0,16,null,8,2,120000.0,230000.0,810000.0,20000.0,3,4080000.0,5,null,6,1,2,850000.0,1,390000.0,4,0,1,75000.0,22000.0,1000.0,790000.0,190000.0,560000.0,0,0,1,1,5,null,null,3200000,2880000,520000,9820000,4150000,3960000,520000,90000,6940000,5520000,1590000,210000,150000,9600000,2370000
10000010000000064,9,2015-05-07 18:06:43,null,null,3160000.0,11,null,3,1,270000.0,400000.0,780000.0,70000.0,0,3770000.0,2,null,2,6,0,390000.0,1,840000.0,5,2,1,59000.0,12000.0,20000.0,60000.0,280000.0,200000.0,0,1,0,1,3,null,null,4900000,2820000,580000,6730000,4360000,4230000,260000,100000,8780000,3040000,3850000,3140000,190000,7030000,830000
10000010000000065,10,2015-03-26 18:06:43,null,null,2650000.0,44,null,10,1,470000.0,1900000.0,670000.0,330000.0,6,360000.0,5,null,10,7,0,780000.0,1,970000.0,10,4,1,66000.0,56000.0,65000.0,530000.0,990000.0,140000.0,0,1,0,1,18,null,null,2320000,910000,800000,1870000,930000,3630000,3180000,830000,8590000,8290000,3900000,560000,470000,4580000,120000
10000010000000066,10,2015-05-11 18:06:43,null,null,770000.0,43,null,0,0,120000.0,1930000.0,60000.0,110000.0,4,3880000.0,1,null,8,2,2,300000.0,2,870000.0,2,0,1,55000.0,94000.0,24000.0,860000.0,570000.0,270000.0,1,0,1,0,8,null,null,1780000,1600000,40000,4210000,1000000,3780000,1300000,960000,4510000,4150000,650000,580000,320000,5430000,5210000
10000010000000067,9,2015-04-14 18:06:43,null,null,3790000.0,28,null,10,2,780000.0,1060000.0,860000.0,290000.0,3,800000.0,0,null,7,8,1,520000.0,0,350000.0,4,1,1,96000.0,34000.0,73000.0,990000.0,680000.0,100000.0,0,0,1,1,14,null,null,4100000,810000,590000,9070000,5750000,1510000,1040000,410000,7350000,6660000,3950000,290000,0,3900000,2510000
