projectId,status,updateTime,houseAddress,houseArea,houseEstimatePrice,houseMarketPrice,houseNature,decorateLevel,isAdult,isHouseLoad,houseMortgageCondition,houseCarteBlanche,houseCertHosting,landCertHosting
10000010000000106,9,2015-03-16 18:06:44,null,377,1280000.0,3670000.0,2,1,1,1,1,1,0,1
10000010000000107,10,2015-03-29 18:06:44,null,344,1010000.0,4820000.0,1,1,1,1,1,0,0,0
10000010000000108,9,2015-03-29 18:06:44,null,388,1530000.0,4460000.0,2,1,0,0,0,0,1,1
10000010000000109,9,2015-04-19 18:06:44,null,321,1150000.0,2360000.0,1,0,1,0,1,1,1,1
10000010000000110,10,2015-05-30 18:06:44,null,97,720000.0,670000.0,2,1,1,1,1,1,1,0
10000010000000111,9,2015-06-07 18:06:44,null,186,970000.0,3070000.0,1,1,1,0,1,1,1,1
10000010000000112,10,2015-05-01 18:06:44,null,291,4340000.0,3690000.0,0,0,0,0,1,0,1,1
10000010000000113,10,2015-03-31 18:06:44,null,173,2260000.0,3740000.0,1,1,0,1,1,0,1,1
10000010000000114,10,2015-03-26 18:06:44,null,225,290000.0,1930000.0,0,0,0,1,1,0,1,1
10000010000000115,9,2015-05-01 18:06:44,null,46,4000000.0,650000.0,1,1,1,1,1,1,0,1
10000010000000116,9,2015-06-08 18:06:44,null,303,3090000.0,4490000.0,0,1,1,0,1,0,0,0
10000010000000117,9,2015-05-25 18:06:44,null,109,2720000.0,4690000.0,1,0,0,0,1,0,1,1
10000010000000118,9,2015-04-22 18:06:44,null,346,860000.0,2380000.0,0,1,1,0,1,0,0,1
10000010000000119,9,2015-04-19 18:06:44,null,270,3650000.0,2830000.0,1,1,1,0,1,0,1,1
10000010000000120,10,2015-04-24 18:06:44,null,391,450000.0,2430000.0,0,0,0,0,0,1,0,1
10000010000000121,10,2015-05-07 18:06:44,null,160,1030000.0,1990000.0,1,0,0,0,1,1,1,1
10000010000000122,9,2015-06-07 18:06:44,null,456,800000.0,2700000.0,1,1,1,0,1,1,0,1
10000010000000123,9,2015-03-31 18:06:44,null,246,2300000.0,650000.0,0,0,0,0,1,0,1,0
10000010000000124,10,2015-03-24 18:06:44,null,110,3350000.0,4640000.0,2,1,1,1,0,0,0,1
10000010000000125,9,2015-04-17 18:06:44,null,279,1400000.0,2640000.0,0,0,1,0,0,0,1,0
10000010000000126,9,2015-04-03 18:06:44,null,152,1360000.0,690000.0,1,0,1,1,0,1,1,1
10000010000000127,10,2015-05-24 18:06:44,null,113,3080000.0,4880000.0,1,0,1,1,0,1,1,0
10000010000000128,10,2015-06-09 18:06:44,null,397,800000.0,2680000.0,2,0,1,1,0,1,0,1
10000010000000129,10,2015-04-16 18:06:44,null,101,3480000.0,1890000.0,0,1,0,0,1,1,0,0
10000010000000130,10,2015-03-29 18:06:44,null,186,1020000.0,3460000.0,2,1,1,1,0,1,0,0
10000010000000131,9,2015-03-13 18:06:44,null,358,550000.0,300000.0,0,1,1,0,1,0,0,1
10000010000000132,9,2015-05-31 18:06:44,null,316,3610000.0,3030000.0,2,0,0,1,0,1,0,1
10000010000000133,9,2015-03-15 18:06:44,null,149,1940000.0,2170000.0,2,1,0,1,1,1,0,0
10000010000000134,10,2015-03-16 18:06:44,null,151,3420000.0,4840000.0,2,1,0,0,1,1,0,0
10000010000000135,10,2015-03-31 18:06:44,null,429,3490000.0,4560000.0,2,0,0,1,0,0,1,1
10000010000000136,10,2015-03-21 18:06:44,null,372,2670000.0,2240000.0,2,1,0,0,0,0,0,1
10000010000000137,9,2015-04-02 18:06:44,null,315,1900000.0,2560000.0,2,0,1,0,0,1,0,1
10000010000000138,9,2015-05-11 18:06:44,null,440,2250000.0,4360000.0,0,0,0,0,0,0,0,0
10000010000000139,10,2015-03-23 18:06:44,null,375,4490000.0,1370000.0,0,0,1,0,1,0,1,1
10000010000000140,9,2015-05-29 18:06:44,null,115,2400000.0,2040000.0,2,0,1,0,1,0,0,0
10000010000000141,10,2015-04-28 18:06:44,null,434,3760000.0,2500000.0,1,1,0,0,0,1,1,1
10000010000000142,9,2015-03-23 18:06:44,null,300,2330000.0,1970000.0,0,0,0,0,0,0,1,1
10000010000000143,10,2015-04-15 18:06:44,null,75,3480000.0,2470000.0,1,0,1,0,0,1,1,1
10000010000000144,9,2015-04-15 18:06:44,null,112,750000.0,4640000.0,1,1,1,0,0,0,0,0
10000010000000145,9,2015-05-24 18:06:44,null,40,2330000.0,1640000.0,1,0,0,0,0,0,0,1
10000010000000146,9,2015-03-22 18:06:44,null,262,4120000.0,1530000.0,1,0,1,0,0,0,0,0
10000010000000147,10,2015-04-19 18:06:44,null,241,4320000.0,2060000.0,1,1,0,1,1,0,1,1
10000010000000148,10,2015-05-13 18:06:44,null,187,690000.0,2230000.0,2,1,1,1,1,0,0,0
10000010000000149,9,2015-05-11 18:06:44,null,483,1560000.0,3680000.0,0,1,0,0,0,1,1,1
10000010000000150,10,2015-05-04 18:06:44,null,216,3540000.0,1450000.0,0,0,0,0,0,0,1,1
10000010000000151,9,2015-06-06 18:06:44,null,494,3380000.0,4470000.0,1,1,0,1,0,0,1,1
10000010000000152,9,2015-03-31 18:06:44,null,270,410000.0,1420000.0,1,1,0,0,0,1,1,0
10000010000000153,10,2015-04-11 18:06:44,null,403,2970000.0,1510000.0,2,0,0,1,0,1,0,0
10000010000000154,10,2015-04-07 18:06:44,null,304,3970000.0,1080000.0,1,1,1,0,1,0,0,0
10000010000000155,10,2015-04-12 18:06:44,null,405,1680000.0,2310000.0,2,0,0,1,1,1,1,1
10000010000000156,9,2015-04-20 18:06:44,null,31,2170000.0,550000.0,2,1,0,0,1,0,0,0
10000010000000157,10,2015-05-19 18:06:44,null,134,4160000.0,2760000.0,0,1,0,1,0,0,1,1
10000010000000158,10,2015-04-16 18:06:44,null,419,4250000.0,3200000.0,1,1,0,1,0,1,1,1
10000010000000159,9,2015-03-19 18:06:44,null,359,1760000.0,3400000.0,0,1,0,0,0,1,0,0
10000010000000160,9,2015-05-02 18:06:44,null,269,3230000.0,4770000.0,0,0,0,0,0,1,0,1
10000010000000161,9,2015-05-31 18:06:44,null,101,2270000.0,660000.0,2,1,0,0,0,1,0,0
10000010000000162,10,2015-04-01 18:06:44,null,399,3100000.0,3880000.0,1,0,0,1,0,1,0,0
10000010000000163,9,2015-04-13 18:06:44,null,172,3590000.0,4660000.0,0,0,0,0,1,0,0,0
10000010000000164,9,2015-04-02 18:06:44,null,482,340000.0,2840000.0,1,1,0,0,1,1,0,1
10000010000000165,10,2015-04-25 18:06:44,null,251,2950000.0,2530000.0,1,1,0,0,1,0,0,0
10000010000000166,10,2015-03-12 18:06:44,null,378,280000.0,1750000.0,1,0,1,0,0,0,0,0
10000010000000167,9,2015-05-15 18:06:44,null,58,4000000.0,600000.0,1,0,0,1,1,0,1,0
10000010000000168,10,2015-04-29 18:06:44,null,146,2350000.0,3430000.0,0,0,0,1,1,1,1,0
10000010000000169,9,2015-04-13 18:06:44,null,466,540000.0,1750000.0,2,1,1,0,0,1,1,0
10000010000000170,9,2015-03-30 18:06:44,null,305,1900000.0,2910000.0,2,1,0,1,0,1,1,1
10000010000000171,9,2015-05-02 18:06:44,null,325,3670000.0,4640000.0,0,0,1,1,0,1,0,0
10000010000000172,9,2015-04-22 18:06:44,null,294,2390000.0,4820000.0,2,0,1,1,1,1,1,0
10000010000000173,9,2015-04-03 18:06:44,null,382,2670000.0,550000.0,0,0,0,0,1,1,1,0
10000010000000174,9,2015-03-28 18:06:44,null,198,4370000.0,1890000.0,2,0,0,1,0,1,0,0
10000010000000175,9,2015-06-01 18:06:44,null,362,2440000.0,2900000.0,0,1,0,1,0,0,0,0
10000010000000176,10,2015-05-05 18:06:44,null,299,2540000.0,1170000.0,2,1,0,0,0,0,0,1
10000010000000177,10,2015-05-03 18:06:44,null,403,2350000.0,1510000.0,2,1,1,0,1,0,0,0
10000010000000178,9,2015-06-07 18:06:44,null,257,1140000.0,4390000.0,0,0,1,1,0,0,1,0
10000010000000179,10,2015-03-15 18:06:44,null,291,3220000.0,1700000.0,2,1,1,1,0,1,0,0
10000010000000180,9,2015-03-29 18:06:44,null,426,3050000.0,3370000.0,1,0,0,0,0,0,1,1
10000010000000181,10,2015-03-26 18:06:44,null,328,2950000.0,1150000.0,0,1,1,0,0,0,1,1
10000010000000182,10,2015-05-13 18:06:44,null,427,1640000.0,2220000.0,1,0,0,0,0,1,1,1
10000010000000183,10,2015-03-14 18:06:44,null,457,1800000.0,3800000.0,2,1,0,0,0,0,0,1
10000010000000184,9,2015-03-28 18:06:44,null,160,350000.0,2260000.0,0,0,1,1,1,0,1,1
10000010000000185,10,2015-05-07 18:06:44,null,495,1340000.0,3490000.0,2,0,1,1,1,0,1,1
10000010000000186,10,2015-04-24 18:06:44,null,172,1220000.0,750000.0,0,1,1,1,1,1,1,0
10000010000000187,10,2015-04-03 18:06:44,null,173,4380000.0,1820000.0,2,0,0,0,0,1,0,1
10000010000000188,10,2015-04-17 18:06:44,null,494,2880000.0,3910000.0,2,0,1,0,1,1,0,0
10000010000000189,9,2015-04-23 18:06:44,null,469,1820000.0,1100000.0,1,1,0,1,0,1,0,1
10000010000000190,10,2015-03-14 18:06:44,null,109,1380000.0,1360000.0,2,1,1,0,0,0,0,1
10000010000000191,10,2015-03-28 18:06:44,null,374,1580000.0,3650000.0,1,1,0,0,1,0,0,0
10000010000000192,9,2015-03-31 18:06:44,null,143,1770000.0,3230000.0,2,1,0,0,1,0,1,0
10000010000000193,9,2015-05-30 18:06:44,null,51,4060000.0,4010000.0,2,0,1,0,0,1,1,0
10000010000000194,10,2015-03-17 18:06:44,null,450,2440000.0,4040000.0,0,0,1,0,1,1,1,0
10000010000000195,10,2015-04-26 18:06:44,null,254,4320000.0,670000.0,2,0,0,0,1,1,1,1
10000010000000196,10,2015-04-09 18:06:44,null,185,2190000.0,2260000.0,2,1,1,0,0,1,1,1
10000010000000197,9,2015-05-05 18:06:44,null,430,2040000.0,1310000.0,0,0,1,1,1,1,1,0
10000010000000198,9,2015-03-14 18:06:44,null,333,3650000.0,1230000.0,2,1,0,0,1,0,0,1
10000010000000199,9,2015-03-28 18:06:44,null,270,1690000.0,570000.0,1,1,1,0,1,0,0,0
10000010000000200,9,2015-04-27 18:06:44,null,72,2680000.0,4390000.0,1,1,1,1,0,1,0,0
10000010000000201,9,2015-05-26 18:06:44,null,431,4310000.0,4240000.0,0,1,1,1,1,1,0,1
10000010000000202,9,2015-03-26 18:06:44,null,440,1070000.0,1770000.0,1,0,1,1,1,1,0,0
10000010000000203,9,2015-05-18 18:06:44,null,264,2310000.0,4740000.0,1,1,0,1,1,1,1,1
10000010000000204,10,2015-05-26 18:06:44,null,113,1830000.0,3810000.0,0,0,1,1,1,1,1,1
10000010000000205,10,2015-05-03 18:06:44,null,290,1520000.0,3810000.0,1,1,1,0,0,0,0,1
10000010000000206,9,2015-06-02 18:06:44,null,244,1430000.0,4070000.0,1,1,1,1,1,1,1,0
10000010000000207,9,2015-04-22 18:06:44,null,65,2860000.0,2030000.0,0,1,0,1,1,0,0,1
10000010000000208,10,2015-04-24 18:06:44,null,492,2540000.0,2140000.0,0,1,0,1,1,1,1,0
10000010000000209,9,2015-03-15 18:06:44,null,463,1280000.0,3180000.0,0,1,0,1,0,0,1,1
10000010000000210,10,2015-05-31 18:06:44,null,200,2060000.0,4180000.0,2,0,0,0,1,0,1,0
10000010000000211,10,2015-04-05 18:06:44,null,136,2070000.0,4950000.0,0,1,1,1,1,0,0,1
10000010000000212,10,2015-05-25 18:06:44,null,326,1140000.0,1840000.0,1,1,0,1,1,1,0,1
10000010000000213,9,2015-04-23 18:06:44,null,296,2780000.0,570000.0,1,0,1,0,1,1,1,1
10000010000000214,10,2015-05-31 18:06:44,null,353,1440000.0,3100000.0,0,0,1,1,1,1,0,0
10000010000000215,9,2015-04-28 18:06:44,null,292,3350000.0,4670000.0,1,1,1,1,1,0,0,1
10000010000000216,9,2015-04-17 18:06:44,null,474,4300000.0,3810000.0,0,0,0,1,0,0,1,0
10000010000000217,9,2015-04-26 18:06:44,null,449,2320000.0,760000.0,0,1,1,0,0,1,1,0
10000010000000218,10,2015-04-10 18:06:44,null,465,2600000.0,940000.0,2,0,1,0,0,0,1,1
10000010000000219,9,2015-04-27 18:06:44,null,30,2430000.0,740000.0,2,0,1,1,0,1,1,1
10000010000000220,9,2015-04-20 18:06:44,null,333,3480000.0,3060000.0,1,0,0,1,0,0,0,0
10000010000000221,10,2015-04-23 18:06:44,null,351,2150000.0,1070000.0,2,0,1,0,0,0,0,0
10000010000000222,9,2015-05-19 18:06:44,null,236,3070000.0,2040000.0,2,0,1,1,1,0,1,0
10000010000000223,9,2015-05-29 18:06:44,null,357,2930000.0,1610000.0,1,0,0,0,0,1,0,1
10000010000000224,10,2015-03-31 18:06:44,null,348,3050000.0,4070000.0,2,0,1,0,0,0,1,0
10000010000000225,9,2015-04-25 18:06:44,null,141,3550000.0,700000.0,1,0,0,0,0,1,0,1
10000010000000226,10,2015-05-19 18:06:44,null,47,2680000.0,3150000.0,2,1,0,0,1,0,1,1
10000010000000227,9,2015-06-07 18:06:44,null,70,2010000.0,1290000.0,0,1,1,0,0,0,0,1
10000010000000228,10,2015-03-22 18:06:44,null,335,2350000.0,1530000.0,0,1,0,0,0,1,1,0
10000010000000229,10,2015-04-06 18:06:44,null,255,2470000.0,650000.0,1,0,0,0,0,1,0,1
10000010000000230,10,2015-04-22 18:06:44,null,69,3160000.0,540000.0,2,0,1,0,1,0,0,0
10000010000000231,10,2015-06-08 18:06:44,null,392,1880000.0,3460000.0,1,1,0,0,0,1,0,0
10000010000000232,9,2015-04-16 18:06:44,null,466,2190000.0,3060000.0,1,0,1,0,0,0,0,1
10000010000000233,9,2015-05-20 18:06:44,null,291,2330000.0,2570000.0,1,0,1,0,1,1,1,0
10000010000000234,10,2015-05-04 18:06:44,null,319,1460000.0,2210000.0,2,0,1,1,0,0,1,0
10000010000000235,10,2015-03-24 18:06:44,null,235,2030000.0,2950000.0,2,0,1,0,0,1,1,0
10000010000000236,10,2015-06-05 18:06:44,null,199,3360000.0,670000.0,2,0,1,1,0,1,1,0
10000010000000237,9,2015-05-24 18:06:44,null,464,1780000.0,3630000.0,0,1,1,0,1,0,0,1
10000010000000238,9,2015-05-14 18:06:44,null,91,3680000.0,4630000.0,1,0,0,1,1,1,1,0
10000010000000239,9,2015-04-12 18:06:44,null,221,1430000.0,360000.0,0,0,1,0,1,0,0,0
10000010000000240,10,2015-03-17 18:06:44,null,257,3830000.0,2940000.0,1,1,0,1,0,0,0,1
10000010000000241,9,2015-04-13 18:06:44,null,266,1490000.0,2180000.0,0,0,0,0,1,1,1,0
10000010000000242,10,2015-03-15 18:06:44,null,275,2820000.0,2250000.0,1,0,1,0,0,1,0,1
10000010000000243,10,2015-03-31 18:06:44,null,153,2120000.0,1420000.0,2,0,1,0,0,1,0,0
10000010000000244,10,2015-04-07 18:06:44,null,225,2520000.0,1150000.0,2,1,0,1,1,0,1,1
10000010000000245,9,2015-04-11 18:06:44,null,68,4350000.0,2330000.0,1,1,1,0,1,1,1,0
10000010000000246,9,2015-05-20 18:06:44,null,290,2360000.0,1480000.0,0,1,1,0,1,0,1,0
10000010000000247,10,2015-04-06 18:06:44,null,36,620000.0,4770000.0,1,1,1,0,1,1,0,1
10000010000000248,9,2015-04-27 18:06:44,null,284,1950000.0,3140000.0,2,1,1,0,0,0,0,1
10000010000000249,10,2015-05-02 18:06:44,null,323,4440000.0,4840000.0,2,0,0,0,1,1,0,0
10000010000000250,10,2015-03-27 18:06:44,null,133,4010000.0,3140000.0,2,1,0,1,0,1,1,1
10000010000000251,10,2015-04-05 18:06:44,null,196,1300000.0,1120000.0,0,1,1,0,1,0,1,1
10000010000000252,10,2015-05-24 18:06:44,null,301,1110000.0,3850000.0,1,0,0,1,1,0,1,0
10000010000000253,9,2015-05-01 18:06:44,null,281,2370000.0,3490000.0,2,0,1,0,1,0,0,0
10000010000000254,10,2015-04-28 18:06:44,null,310,2960000.0,1240000.0,0,0,1,1,0,0,0,0
10000010000000255,9,2015-03-19 18:06:44,null,50,3590000.0,3990000.0,1,1,1,1,0,0,0,0
10000010000000256,10,2015-06-03 18:06:44,null,322,290000.0,2170000.0,2,1,1,1,0,0,1,1
