projectId,status,updateTime,financeAmount,due,loanPurpose,returnWay,returnFrom
10000010000000144,9,2015-04-15 18:06:44,1890000.0,20,0,6,3
10000010000000145,9,2015-05-24 18:06:44,3690000.0,11,1,0,0
10000010000000146,9,2015-03-22 18:06:44,3280000.0,20,1,2,2
10000010000000147,10,2015-04-19 18:06:44,2580000.0,23,1,3,3
10000010000000148,10,2015-05-13 18:06:44,3730000.0,19,1,3,0
10000010000000149,9,2015-05-11 18:06:44,1140000.0,22,1,0,3
10000010000000150,10,2015-05-04 18:06:44,2190000.0,16,0,2,3
10000010000000151,9,2015-06-06 18:06:44,1560000.0,4,1,3,3
10000010000000152,9,2015-03-31 18:06:44,3430000.0,11,1,5,1
10000010000000153,10,2015-04-11 18:06:44,1860000.0,13,1,5,1
10000010000000154,10,2015-04-07 18:06:44,820000.0,16,0,1,1
10000010000000155,10,2015-04-12 18:06:44,5450000.0,3,1,0,0
10000010000000156,9,2015-04-20 18:06:44,4370000.0,0,0,0,1
10000010000000157,10,2015-05-19 18:06:44,3160000.0,24,0,3,1
10000010000000158,10,2015-04-16 18:06:44,5160000.0,24,0,3,3
10000010000000159,9,2015-03-19 18:06:44,870000.0,7,0,3,3
10000010000000160,9,2015-05-02 18:06:44,5270000.0,1,0,1,2
10000010000000161,9,2015-05-31 18:06:44,3910000.0,9,1,0,1
10000010000000162,10,2015-04-01 18:06:44,1160000.0,20,1,6,3
10000010000000163,9,2015-04-13 18:06:44,2540000.0,16,1,6,1
10000010000000164,9,2015-04-02 18:06:44,5130000.0,8,1,0,1
10000010000000165,10,2015-04-25 18:06:44,3440000.0,13,1,5,1
10000010000000166,10,2015-03-12 18:06:44,5270000.0,17,1,2,1
10000010000000167,9,2015-05-15 18:06:44,4730000.0,11,0,0,2
10000010000000168,10,2015-04-29 18:06:44,3160000.0,10,1,3,2
10000010000000169,9,2015-04-13 18:06:44,2040000.0,9,0,0,3
10000010000000170,9,2015-03-30 18:06:44,3270000.0,24,0,2,1
10000010000000171,9,2015-05-02 18:06:44,560000.0,13,1,2,1
10000010000000172,9,2015-04-22 18:06:44,4060000.0,24,1,1,0
10000010000000173,9,2015-04-03 18:06:44,2540000.0,13,1,6,2
10000010000000174,9,2015-03-28 18:06:44,5430000.0,24,0,6,3
10000010000000175,9,2015-06-01 18:06:44,1870000.0,23,0,2,2
10000010000000176,10,2015-05-05 18:06:44,3750000.0,18,0,4,3
10000010000000177,10,2015-05-03 18:06:44,1560000.0,2,0,3,0
10000010000000178,9,2015-06-07 18:06:44,2230000.0,21,1,6,1
10000010000000179,10,2015-03-15 18:06:44,1990000.0,10,1,5,1
10000010000000180,9,2015-03-29 18:06:44,1950000.0,7,0,3,1
10000010000000181,10,2015-03-26 18:06:44,2850000.0,18,0,1,2
10000010000000182,10,2015-05-13 18:06:44,1470000.0,23,1,1,3
10000010000000183,10,2015-03-14 18:06:44,3210000.0,20,1,6,0
10000010000000184,9,2015-03-28 18:06:44,5030000.0,15,1,2,2
10000010000000185,10,2015-05-07 18:06:44,5250000.0,12,0,0,3
10000010000000186,10,2015-04-24 18:06:44,3310000.0,4,1,2,1
10000010000000187,10,2015-04-03 18:06:44,5040000.0,9,1,6,1
10000010000000188,10,2015-04-17 18:06:44,4980000.0,11,0,3,2
10000010000000189,9,2015-04-23 18:06:44,4270000.0,9,1,4,3
10000010000000190,10,2015-03-14 18:06:44,5270000.0,17,0,6,2
10000010000000191,10,2015-03-28 18:06:44,4880000.0,1,0,3,1
10000010000000192,9,2015-03-31 18:06:44,3580000.0,9,0,6,0
10000010000000193,9,2015-05-30 18:06:44,3620000.0,1,1,6,2
10000010000000194,10,2015-03-17 18:06:44,3580000.0,9,1,3,2
10000010000000195,10,2015-04-26 18:06:44,2500000.0,7,0,1,0
10000010000000196,10,2015-04-09 18:06:44,510000.0,16,1,6,3
10000010000000197,9,2015-05-05 18:06:44,3880000.0,17,0,3,0
10000010000000198,9,2015-03-14 18:06:44,4130000.0,19,1,4,0
10000010000000199,9,2015-03-28 18:06:44,2270000.0,12,1,2,1
10000010000000200,9,2015-04-27 18:06:44,3160000.0,7,1,3,0
10000010000000201,9,2015-05-26 18:06:44,1310000.0,16,1,4,3
10000010000000202,9,2015-03-26 18:06:44,980000.0,20,1,6,1
10000010000000203,9,2015-05-18 18:06:44,2750000.0,16,1,1,3
10000010000000204,10,2015-05-26 18:06:44,2460000.0,20,1,3,1
10000010000000205,10,2015-05-03 18:06:44,2120000.0,19,1,1,3
10000010000000206,9,2015-06-02 18:06:44,2200000.0,19,1,3,1
10000010000000207,9,2015-04-22 18:06:44,4240000.0,19,0,2,1
10000010000000208,10,2015-04-24 18:06:44,1540000.0,22,0,5,3
10000010000000209,9,2015-03-15 18:06:44,610000.0,7,1,3,1
10000010000000210,10,2015-05-31 18:06:44,5360000.0,22,0,4,3
10000010000000211,10,2015-04-05 18:06:44,5330000.0,23,1,0,2
10000010000000212,10,2015-05-25 18:06:44,2920000.0,0,0,4,1
10000010000000213,9,2015-04-23 18:06:44,1700000.0,1,0,1,1
10000010000000214,10,2015-05-31 18:06:44,3740000.0,3,1,1,0
10000010000000215,9,2015-04-28 18:06:44,3320000.0,0,0,6,0
10000010000000216,9,2015-04-17 18:06:44,3930000.0,9,1,2,0
10000010000000217,9,2015-04-26 18:06:44,5250000.0,2,0,3,3
10000010000000218,10,2015-04-10 18:06:44,4480000.0,1,1,5,0
10000010000000219,9,2015-04-27 18:06:44,3830000.0,22,1,3,0
10000010000000220,9,2015-04-20 18:06:44,4260000.0,12,1,2,2
10000010000000221,10,2015-04-23 18:06:44,990000.0,18,1,4,0
10000010000000222,9,2015-05-19 18:06:44,3100000.0,0,0,2,3
10000010000000223,9,2015-05-29 18:06:44,4170000.0,6,0,1,2
10000010000000224,10,2015-03-31 18:06:44,4900000.0,2,0,6,3
10000010000000225,9,2015-04-25 18:06:44,3550000.0,8,0,5,3
10000010000000226,10,2015-05-19 18:06:44,2020000.0,1,0,4,1
10000010000000227,9,2015-06-07 18:06:44,3880000.0,22,1,0,1
10000010000000228,10,2015-03-22 18:06:44,4220000.0,13,0,0,2
10000010000000229,10,2015-04-06 18:06:44,2400000.0,1,0,2,1
10000010000000230,10,2015-04-22 18:06:44,1570000.0,4,1,6,2
10000010000000231,10,2015-06-08 18:06:44,2380000.0,1,1,3,3
10000010000000232,9,2015-04-16 18:06:44,5140000.0,9,0,1,1
10000010000000233,9,2015-05-20 18:06:44,1180000.0,18,1,6,3
10000010000000234,10,2015-05-04 18:06:44,4400000.0,11,1,2,3
10000010000000235,10,2015-03-24 18:06:44,3760000.0,18,0,3,1
10000010000000236,10,2015-06-05 18:06:44,3280000.0,9,1,1,3
10000010000000237,9,2015-05-24 18:06:44,2700000.0,10,1,1,3
10000010000000238,9,2015-05-14 18:06:44,3270000.0,8,1,4,0
10000010000000239,9,2015-04-12 18:06:44,3640000.0,17,0,2,0
10000010000000240,10,2015-03-17 18:06:44,1310000.0,4,0,2,3
10000010000000241,9,2015-04-13 18:06:44,1160000.0,15,0,6,3
10000010000000242,10,2015-03-15 18:06:44,4650000.0,7,1,0,2
10000010000000243,10,2015-03-31 18:06:44,2950000.0,8,1,5,1
10000010000000244,10,2015-04-07 18:06:44,5190000.0,0,0,6,3
10000010000000245,9,2015-04-11 18:06:44,5390000.0,3,1,2,0
10000010000000246,9,2015-05-20 18:06:44,2760000.0,23,1,2,2
10000010000000247,10,2015-04-06 18:06:44,3940000.0,9,0,5,2
10000010000000248,9,2015-04-27 18:06:44,3510000.0,19,1,2,3
10000010000000249,10,2015-05-02 18:06:44,1510000.0,21,0,1,0
10000010000000250,10,2015-03-27 18:06:44,3350000.0,21,0,2,3
10000010000000251,10,2015-04-05 18:06:44,4490000.0,20,0,0,1
10000010000000252,10,2015-05-24 18:06:44,2560000.0,1,1,1,1
10000010000000253,9,2015-05-01 18:06:44,4880000.0,6,0,5,0
10000010000000254,10,2015-04-28 18:06:44,3350000.0,18,1,4,3
10000010000000255,9,2015-03-19 18:06:44,3210000.0,9,0,5,0
10000010000000256,10,2015-06-03 18:06:44,4820000.0,19,0,2,3
10000010000000257,9,2015-03-21 18:06:44,4580000.0,24,0,5,2
10000010000000258,10,2015-04-18 18:06:44,1040000.0,8,0,5,0
10000010000000259,10,2015-04-09 18:06:44,2770000.0,9,0,3,1
10000010000000260,10,2015-05-27 18:06:44,5090000.0,6,1,5,2
10000010000000261,10,2015-04-10 18:06:44,590000.0,2,0,3,0
10000010000000262,10,2015-05-02 18:06:44,2440000.0,24,1,0,2
10000010000000263,9,2015-05-19 18:06:44,3570000.0,20,0,0,1
10000010000000264,9,2015-03-22 18:06:44,5150000.0,10,1,1,1
10000010000000265,9,2015-05-20 18:06:44,2980000.0,23,1,5,0
10000010000000266,10,2015-04-14 18:06:44,4890000.0,5,1,3,3
10000010000000267,9,2015-05-23 18:06:44,5270000.0,13,1,5,1
10000010000000268,10,2015-05-22 18:06:44,2860000.0,21,1,0,0
10000010000000269,10,2015-04-29 18:06:44,3930000.0,18,0,6,2
10000010000000270,10,2015-03-17 18:06:44,2460000.0,16,0,0,2
10000010000000271,9,2015-03-29 18:06:44,5490000.0,1,1,1,1
10000010000000272,10,2015-04-08 18:06:44,2650000.0,24,0,1,0
10000010000000273,10,2015-05-19 18:06:44,1410000.0,9,0,2,3
10000010000000274,10,2015-04-20 18:06:44,1460000.0,21,0,0,1
10000010000000275,10,2015-04-22 18:06:44,2850000.0,18,1,3,3
10000010000000276,10,2015-05-16 18:06:44,4750000.0,6,1,1,1
10000010000000277,9,2015-04-21 18:06:44,1160000.0,16,1,0,2
10000010000000278,10,2015-05-21 18:06:44,810000.0,13,1,5,0
10000010000000279,9,2015-05-04 18:06:44,4700000.0,9,1,6,3
10000010000000280,10,2015-05-14 18:06:44,930000.0,20,1,0,2
10000010000000281,10,2015-05-07 18:06:44,4050000.0,9,0,0,0
10000010000000282,9,2015-06-07 18:06:44,4250000.0,14,0,4,3
10000010000000283,10,2015-04-17 18:06:44,5140000.0,7,0,2,1
10000010000000284,9,2015-05-02 18:06:44,1290000.0,8,1,1,1
10000010000000285,10,2015-03-13 18:06:44,2090000.0,2,0,1,2
10000010000000286,10,2015-05-28 18:06:44,1370000.0,13,1,4,0
10000010000000287,9,2015-06-01 18:06:44,3110000.0,11,0,4,2
10000010000000288,10,2015-05-03 18:06:44,3500000.0,8,1,3,1
10000010000000289,10,2015-03-26 18:06:44,830000.0,13,0,4,1
10000010000000290,9,2015-04-17 18:06:44,570000.0,22,0,0,2
10000010000000291,10,2015-04-12 18:06:44,2890000.0,0,0,1,1
10000010000000292,9,2015-05-22 18:06:44,2270000.0,16,1,3,3
10000010000000293,10,2015-03-17 18:06:44,1480000.0,9,0,1,2
10000010000000294,9,2015-06-09 18:06:44,1300000.0,11,1,4,0
10000010000000295,9,2015-04-05 18:06:44,4430000.0,18,0,3,0
10000010000000296,9,2015-03-20 18:06:44,1730000.0,22,0,3,3
10000010000000297,9,2015-05-30 18:06:44,4180000.0,11,1,3,2
10000010000000298,10,2015-03-18 18:06:44,860000.0,3,1,0,3
10000010000000299,10,2015-05-14 18:06:44,3990000.0,7,1,6,0
10000010000000300,9,2015-05-21 18:06:44,2310000.0,14,0,0,0
10000010000000301,10,2015-03-13 18:06:44,3460000.0,14,1,0,1
10000010000000302,9,2015-04-12 18:06:44,4610000.0,6,0,4,0
10000010000000303,10,2015-04-28 18:06:44,520000.0,20,0,4,1
10000010000000304,10,2015-03-27 18:06:44,2900000.0,14,0,0,2
10000010000000305,10,2015-06-08 18:06:44,4270000.0,12,1,6,1
10000010000000306,10,2015-04-19 18:06:44,1650000.0,6,1,6,2
10000010000000307,10,2015-03-12 18:06:44,4340000.0,9,1,6,3
10000010000000308,9,2015-03-26 18:06:44,740000.0,3,1,0,2
10000010000000309,10,2015-05-07 18:06:44,2940000.0,20,0,4,2
10000010000000310,9,2015-04-09 18:06:44,2890000.0,24,0,6,1
10000010000000311,10,2015-04-10 18:06:44,1020000.0,7,1,1,3
10000010000000312,10,2015-04-10 18:06:44,2160000.0,10,1,0,2
10000010000000313,9,2015-04-18 18:06:44,1850000.0,11,0,4,2
10000010000000314,9,2015-03-20 18:06:44,4230000.0,18,1,2,0
10000010000000315,10,2015-04-11 18:06:44,2540000.0,12,0,0,1
10000010000000316,10,2015-04-17 18:06:44,810000.0,22,0,0,1
10000010000000317,9,2015-03-21 18:06:44,1810000.0,9,0,6,2
10000010000000318,9,2015-03-30 18:06:44,4980000.0,1,0,2,1
10000010000000319,10,2015-05-18 18:06:44,5050000.0,14,0,0,1
10000010000000320,10,2015-05-28 18:06:44,3710000.0,19,0,6,1
10000010000000321,10,2015-04-14 18:06:44,4360000.0,4,0,2,2
10000010000000322,10,2015-05-18 18:06:44,2800000.0,7,1,2,0
10000010000000323,10,2015-05-01 18:06:44,3270000.0,1,1,6,0
10000010000000324,9,2015-03-19 18:06:44,4400000.0,10,0,1,0
10000010000000325,10,2015-03-24 18:06:44,2830000.0,20,0,5,2
10000010000000326,9,2015-05-01 18:06:44,4210000.0,4,1,4,3
10000010000000327,10,2015-03-29 18:06:44,2000000.0,8,1,3,1
10000010000000328,10,2015-04-09 18:06:44,5040000.0,15,0,4,0
10000010000000329,10,2015-05-15 18:06:44,3900000.0,21,1,0,2
10000010000000330,10,2015-03-13 18:06:44,2360000.0,13,0,3,2
10000010000000331,10,2015-03-25 18:06:44,4990000.0,23,0,3,3
10000010000000332,9,2015-06-03 18:06:44,940000.0,18,0,6,0
10000010000000333,10,2015-04-14 18:06:44,3340000.0,7,0,2,2
10000010000000334,9,2015-04-20 18:06:44,1890000.0,23,1,1,0
10000010000000335,10,2015-03-17 18:06:44,2760000.0,11,1,3,1
10000010000000336,9,2015-04-05 18:06:44,3020000.0,8,1,4,0
10000010000000337,10,2015-04-20 18:06:44,1700000.0,1,1,4,0
10000010000000338,9,2015-05-10 18:06:44,1160000.0,14,0,0,1
10000010000000339,9,2015-03-13 18:06:44,5020000.0,14,0,5,3
10000010000000340,9,2015-05-18 18:06:44,1830000.0,1,0,6,1
10000010000000341,9,2015-04-16 18:06:44,800000.0,9,0,2,3
10000010000000342,9,2015-04-15 18:06:44,3880000.0,7,1,1,0
10000010000000343,9,2015-06-05 18:06:44,2090000.0,22,0,4,2
10000010000000344,10,2015-05-19 18:06:44,1230000.0,6,0,1,0
10000010000000345,10,2015-04-15 18:06:44,950000.0,4,1,2,2
10000010000000346,10,2015-03-24 18:06:44,4720000.0,6,0,0,3
10000010000000347,10,2015-04-01 18:06:44,5220000.0,16,1,4,3
10000010000000348,10,2015-04-01 18:06:44,1180000.0,19,0,3,1
10000010000000349,9,2015-05-02 18:06:44,2410000.0,23,0,2,2
10000010000000350,10,2015-04-30 18:06:44,4720000.0,9,0,0,0
10000010000000351,10,2015-05-19 18:06:44,1650000.0,23,1,6,0
10000010000000352,10,2015-04-24 18:06:44,1070000.0,18,0,4,1
10000010000000353,9,2015-04-02 18:06:44,3640000.0,1,1,1,2
10000010000000354,9,2015-04-09 18:06:44,2530000.0,19,1,6,2
10000010000000355,9,2015-05-14 18:06:44,3350000.0,8,1,6,1
10000010000000356,10,2015-03-15 18:06:44,4470000.0,15,1,3,2
10000010000000357,10,2015-03-31 18:06:44,4840000.0,2,0,2,1
10000010000000358,10,2015-04-05 18:06:44,4910000.0,14,0,0,2
10000010000000359,9,2015-04-25 18:06:44,1700000.0,6,0,5,2
10000010000000360,9,2015-04-08 18:06:44,3790000.0,6,1,3,2
10000010000000361,10,2015-05-31 18:06:44,3860000.0,7,1,5,2
10000010000000362,10,2015-04-06 18:06:44,3960000.0,6,0,5,2
10000010000000363,10,2015-04-22 18:06:44,5100000.0,8,0,1,0
10000010000000364,10,2015-05-15 18:06:44,650000.0,3,0,3,2
10000010000000365,9,2015-05-22 18:06:44,2650000.0,1,0,2,2
10000010000000366,10,2015-05-18 18:06:44,1530000.0,6,0,4,1
10000010000000367,9,2015-03-29 18:06:44,4780000.0,16,0,6,1
10000010000000368,9,2015-06-02 18:06:44,2840000.0,10,1,0,0
10000010000000369,9,2015-03-30 18:06:44,5460000.0,14,1,5,0
10000010000000370,9,2015-05-04 18:06:44,2280000.0,10,0,5,1
10000010000000371,10,2015-04-22 18:06:44,5070000.0,5,0,5,1
10000010000000372,9,2015-04-24 18:06:44,5440000.0,11,1,3,0
10000010000000373,10,2015-03-22 18:06:44,860000.0,9,1,3,0
10000010000000374,10,2015-05-20 18:06:44,3770000.0,18,1,1,2
10000010000000375,10,2015-04-18 18:06:44,3780000.0,14,0,0,0
10000010000000376,9,2015-05-10 18:06:44,4810000.0,7,0,3,0
10000010000000377,9,2015-05-25 18:06:44,2420000.0,18,1,6,0
10000010000000378,9,2015-05-15 18:06:44,640000.0,18,0,4,0
10000010000000379,9,2015-03-24 18:06:44,2300000.0,10,1,6,0
10000010000000380,9,2015-06-06 18:06:44,5400000.0,19,1,4,0
10000010000000381,9,2015-03-27 18:06:44,3190000.0,21,1,2,1
10000010000000382,9,2015-04-01 18:06:44,2980000.0,17,1,1,2
10000010000000383,9,2015-04-22 18:06:44,5480000.0,14,1,0,2
10000010000000384,9,2015-04-18 18:06:44,3580000.0,11,1,1,3
10000010000000385,10,2015-05-18 18:06:44,1100000.0,0,0,5,0
10000010000000386,10,2015-06-06 18:06:44,3000000.0,10,1,1,1
10000010000000387,10,2015-04-25 18:06:44,3010000.0,15,1,1,0
